# name,orbital_period,semi_major_axis,eccentricity,discovered,detection_type,star_name,star_distance,star_metallicity,star_mass,star_sp_type
HIP 67851 b,88.9,0.46,0.05,2014,Radial Velocity,HIP 67851,65.96,0,1.63,KOIII
HIP 67851 c,2131.8,3.82,0.17,2015,Radial Velocity,HIP 67851,65.96,0,1.63,KOIII
HIP 68468 b,1.8372,0.029743,0.41,2016,Radial Velocity,HIP 68468,87.8,0.065,1.05,G3V
HIP 68468 c,194,0.665,0.04,2016,Radial Velocity,HIP 68468,87.8,0.065,1.05,G3V
HIP 70849 b,10000,10,0.6,2009,Radial Velocity,HIP 70849,24,,0.63,K7V
HIP 71135 b,87.19,0.335,0.21,2019,Radial Velocity,HIP 71135,32.36,,0.66,M1
HIP 74890 b,822.3,2.1,0.07,2016,Radial Velocity,HIP 74890,91.6,0.2,1.74,K1III
HIP 75458 b,510.72,1.275,0.713,2002,Radial Velocity,HIP 75458,31.5,0.15,1.4,K2 III
HIP 79431 b,111.7,0.36,0.29,2010,Radial Velocity,HIP 79431,14.4,0.4,0.49,M3V
HIP 8541 b,1560,2.8,0.16,2016,Radial Velocity,HIP 8541,169,-0.15,1.17,K2III
HIP 91258 b,5.0505,0.057,0.024,2013,Radial Velocity,HIP 91258,44.9,0.23,0.95,G5V
HIP 97233 b,1058.8,2.55,0.61,2014,Radial Velocity,HIP 97233,106.5,0.29,1.93,K0
HR 5183 b,27400,18,0.84,2019,Radial Velocity,HR 5183,31.49,0.1,1.07,GOV
HR 810 b,320.1,0.925,0.161,1999,Radial Velocity,HR 810,17.17,0.25,1.11,G0V pecul.
HR 858 b,3.58599,0.048,0.3,2019,Primary Transit,HR 858,32,-0.14,1.145,
HR 858 c,5.97293,0.074,0.19,2019,Primary Transit,HR 858,32,-0.14,1.145,
HR 858 d,11.23,0.1027,0.28,2019,Primary Transit,HR 858,32,-0.14,1.145,
IC 4651 9122 b,734,2.038,0.18,2018,Radial Velocity,IC 4651 9122,,0.12,2,
J1433 b,0.054,,,2016,Primary Transit,J1433,,,0.8,WD
K2-10 b,19.3044,,0.31,2016,Primary Transit,K2-10,,-0.07,0.92,
K2-100 b,1.673916,,0.24,2016,Primary Transit,K2-100,,,1.18,
K2-105 b,8.266902,,,2017,Primary Transit,K2-105,220,0.26,1.01,
K2-106 b,0.571292,0.0116,0,2016,Primary Transit,EPIC 220674823,253,-0.025,0.93,G5V
K2-106 c,13.3397,0.105,0.18,2016,Primary Transit,EPIC 220674823,253,-0.025,0.93,G5V
K2-107 b,3.31392,0.048,,2016,Primary Transit,EPIC 216468514,,0.1,1.3,F9IV
K2-108 b,4.73401,0.0573,0.18,2016,Primary Transit,K2-108,262.4,0.33,1.121,
K2-11 b,39.93767,0.2257,,2015,Primary Transit,K2-11,2019,-0.12,1.35,
K2-110 b,13.86375,0.1021,0.079,2017,Primary Transit,K2-110,118,-0.34,0.738,K3V
K2-12 b,8.28212,0.0802,,2015,Primary Transit,K2-12,294,0.03,1.01,
K2-124 b,6.413651,0.049,,2016,Primary Transit,K2-124,140.4,,0.39,
K2-13 b,39.91488,0.2114,,2015,Primary Transit,K2-13,290,-0.54,0.8,
K2-136 b,7.975292,,0.1,2017,Primary Transit,K2-136,59.4,0.15,0.74,K5.5
K2-136 c,17.307137,,0.13,2017,Primary Transit,K2-136,59.4,0.15,0.74,K5.5
K2-136 d,25.575065,,0.14,2017,Primary Transit,K2-136,59.4,0.15,0.74,K5.5
K2-137 b,0.179715,0.0058,,2017,Primary Transit,K2-137,95,0.08,0.463,M3 V
K2-138 b,2.35309,0.03385,0.048,2018,Primary Transit,K2-138,183,0.16,0.93,K1V
K2-138 c,3.56004,0.04461,0.045,2018,Primary Transit,K2-138,183,0.16,0.93,K1V
K2-138 d,5.40479,0.05893,0.043,2018,Primary Transit,K2-138,183,0.16,0.93,K1V
K2-138 e,8.26146,0.0782,0.077,2018,Primary Transit,K2-138,183,0.16,0.93,K1V
K2-138 f,12.75758,0.10447,0.062,2018,Primary Transit,K2-138,183,0.16,0.93,K1V
K2-138 g,41.96797,0.231,0.059,2018,Primary Transit,K2-138,183,0.16,0.93,K1V
K2-139 b,28.38229,0.1811,0,2017,Primary Transit,K2-139,152,0.21,0.918,
K2-14 b,8.36802,0.0627,,2015,Primary Transit,K2-14,219,-0.37,0.47,
K2-140 b,6.569188,0.068,0.12,2017,Primary Transit,K2-140,351,0.1,0.96,G6V
K2-141 b,0.2803244,,0,2017,Primary Transit,K2-141 ,61,-0.06,0.708,
K2-141 c,7.7485,,0,2018,Primary Transit,K2-141 ,61,-0.06,0.708,
K2-15 b,11.8104,0.091,,2015,Primary Transit,K2-15,437,-0.46,0.72,
K2-16 b,7.6188,0.0662,,2015,Primary Transit,K2-16,324,-0.33,0.68,K3V
K2-16 c,19.07863,0.122,,2015,Primary Transit,K2-16,324,-0.33,0.68,K3V
K2-17 b,17.96753,0.119,,2015,Primary Transit,K2-17,134,0.15,0.71,
K2-174 b,19.562307,0.126,,2016,Primary Transit,K2-174,100.1,0.113,0.7,
K2-18 b,32.939623,0.1429,0.2,2015,Primary Transit,K2-18,34,0.09,0.413,
K2-180 b,8.8665,0.075,,2018,Primary Transit,K2-180,205,-0.65,0.71,K2V
K2-19 b,7.9222,0.077,0.2,2015,Primary Transit,K2-19,291,0.1,0.93,G9V
K2-19 c,11.8993,0.1032,0.21,2015,Primary Transit,K2-19,291,0.1,0.93,G9V
K2-19 d,2.5081,,,2015,Primary Transit,K2-19,291,0.1,0.93,G9V
K2-216 b,2.17479,0.028,0,2018,Primary Transit,K2-216,115.8,0,0.7,K5V
K2-22 b,0.381071,0.0088,,2015,Primary Transit,K2-22,225,0.03,0.6,M0V
K2-229 c,8.32834,0.07577,0,2018,Primary Transit,K2-229,104,-0.06,0.837,
K2-229 d,31,0.182,0.39,2018,Primary Transit,K2-229,104,-0.06,0.837,
K2-231 b,13.841,,,2018,Primary Transit,K2-231,295,0.14,1.01,
K2-237 b,2.18056,0.037,0,2018,Primary Transit,K2-237,458,0.14,1.28,F6 V
K2-238 b,3.20466,0.046,0,2018,Primary Transit,K2-238,453,0.34,1.19,G2V
K2-24 b,20.8851,0.154,,2015,Primary Transit,K2-24,181,0.42,1.12,G9V
K2-24 c,42.36342,0.247,,2015,Primary Transit,K2-24,181,0.42,1.12,G9V
K2-25 b,3.48456322,,0.27,2015,Primary Transit,EPIC 210490365,45.7,0.15,0.294,M4.5
K2-26 b,14.5665,,,2015,Primary Transit,K2-26,,,,M1
K2-260 b,2.6266657,0.0407,0.134,2018,Primary Transit,K2-260,676,-0.14,1.39,F6V
K2-261 b,11.63344,0.102,0.39,2018,Primary Transit,K2-261,214.6,0.36,1.1,G71V
K2-263  b,50.818947,0.2573,,2018,Primary Transit,K2-263,163.2,-0.08,0.88,G9V
K2-264 b,5.83977,0.05023,0,2018,Primary Transit,EPIC 211964830,186.6,0.12,0.471,M2.5
K2-264 c,19.66365,0.11283,0,2018,Primary Transit,EPIC 211964830,186.6,0.12,0.471,M2.5
K2-265 b,2.369172,0.03376,0.084,2018,Primary Transit,K2-265,145,0.078,0.915,
K2-27 b,6.77145,0.06702,0.25,2016,Primary Transit,K2-27,,0.14,0.89,
K2-28 b,2.260455,0.0214,,2015,Primary Transit,K2-28,53,0.26,0.257,M4
K2-285 b,3.471745,0.03817,,2018,Primary Transit,K2-285,155.6,0,0.83,K2V
K2-285 c,7.138048,0.0824,,2018,Primary Transit,K2-285,155.6,0,0.83,K2V
K2-285 d,10.45582,0.1178,,2018,Primary Transit,K2-285,155.6,0,0.83,K2V
K2-285 e,14.76289,0.18041,,2018,Primary Transit,K2-285,155.6,0,0.83,K2V
K2-287 b,14.893291,0.1206,0.478,2018,Primary Transit,K2-287,159,0.2,1.056,
K2-288B b,31.393463,0.164,,2018,Primary Transit,K2-288B,69.3,-0.21,0.33,M3V
K2-289 b,13.156969,0.107,,2016,Primary Transit,K2-289,270.7,0.162,0.953,
K2-29 b,3.2588321,0.04217,0.066,2016,Primary Transit,K2-29,,,,G7V
K2-290 b,9.21165,0.0923,0,2019,Primary Transit,K2-290,275,-0.06,1.194,
K2-290 c,48.36685,0.305,0,2019,Primary Transit,K2-290,275,-0.06,1.194,
K2-291 b,2.225172,0.03261,0,2019,Primary Transit,K2-291,90.23,0.08,0.934,
K2-292 b,16.9841,0.13,0.04,2018,Primary Transit,K2-292,114.3,0.07,1,G3V
K2-293 b,13.1225,0.1,,2019,Primary Transit,K2-293,,,0.958,
K2-294 b,2.50387,0.036,,2019,Primary Transit,K2-294,,,0.987,
K2-3  b,10.054626,0.0775,0.06,2015,Primary Transit,K2-3,42,-0.3,0.612,M0.0V
K2-3 c,24.646582,0.1405,0.04,2015,Primary Transit,K2-3,42,-0.3,0.612,M0.0V
K2-30 b,4.098507,0.04986,0.027,2016,Primary Transit,K2-30,323,0.136,0.984,G8
K2-308 b,3.38628,,,2019,Primary Transit,K2-308,,-0.1,1.09,
K2-31 b,1.25785,0.022,,2016,Primary Transit,K2-31 ,,0.08,0.91,G7V
K2-32 b,8.99213,0.08035,0.21,2015,Primary Transit,K2-32,,0,0.87,G9V
K2-32 c,20.66186,0.1399,,2015,Primary Transit,K2-32,,0,0.87,G9V
K2-32 d,31.7142,0.1862,,2015,Primary Transit,K2-32,,0,0.87,G9V
K2-32 e,4.34882,0.04951,,2019,Primary Transit,K2-32,,0,0.87,G9V
K2-33 b,5.42513,0.0409,0,2016,Primary Transit,K2-33,145,,0.54,M3.3
K2-34 b,2.995607,0.04419,0,2016,Primary Transit,K2-34,377,0.24,1.281,F9
K2-35 b,2.39991,0.0306,,2015,Primary Transit,K2-35,,0.04,0.663,
K2-35 c,5.60906,0.0539,,2015,Primary Transit,K2-35,,0.04,0.663,
K2-36 b,1.422614,0.0223,,2015,Primary Transit,K2-36,,-0.03,0.8,
K2-36 c,5.34088,0.054,,2015,Primary Transit,K2-36,,-0.03,0.8,
K2-39 b,4.60543,0.062,0.152,2016,Primary Transit,K2-39,255,0.32,1.53,
K2-4 b,10.00329,0.0777,,2015,Primary Transit,K2-4,218,-0.12,0.63,
K2-5 b,5.73491,0.0509,,2015,Primary Transit,K2-5,181,-0.51,0.53,
K2-5 c,10.93406,0.0783,,2015,Primary Transit,K2-5,181,-0.51,0.53,
K2-52 b,3.5355055,0.054,,2016,Primary Transit,K2-52,1041.7,0.055,1.691,
K2-53 b,12.20772,0.098,,2016,Primary Transit,K2-53,139.1,-0.037,0.851,
K2-55 b,2.849275,0.0347,0.124,2018,Primary Transit,K2-55,,0.376,0.688,
K2-6 b,30.94191,0.1898,,2015,Primary Transit,K2-6,343,-0.14,0.97,
K2-60 b,3.00265,0.045,,2016,Primary Transit,K2-60,,0.01,0.97,G4V
K2-66 b,5.06963,0.05983,,2017,Primary Transit,K2-66,,-0.047,1.11,
K2-7 b,28.67992,0.1814,,2015,Primary Transit,K2-7,433,-0.07,0.97,
K2-77 b,8.199796,,0.14,2016,Primary Transit,K2-77,125,0.29,0.8,K
K2-8 b,10.35239,0.0856,,2015,Primary Transit,K2-8,,-0.01,0.79,
K2-8 c,2.50856,,,2015,Primary Transit,K2-8,,-0.01,0.79,
K2-87 b,9.726618,0.094,,2016,Primary Transit,K2-87,503.6,0.328,1.164,
K2-9 b,18.44883,0.0848,,2015,Primary Transit,K2-9,66,-0.46,0.24,
K2-90 b,13.733314,0.096,,2016,Primary Transit,K2-90,134.9,-0.225,0.629,
K2-95 b,10.134588,0.0653,0.16,2016,Primary Transit,K2-95,,0.2,0.43,M3.5
K2-97 b,8.4061,,,2016,Primary Transit,K2-97,,0.42,1.16,
K2-99 b,18.249,0.159,0.19,2016,Primary Transit,K2-99,604,0.2,1.6,G0 IV
KELT-1 b,1.217514,0.02472,0.01,2012,Primary Transit,KELT-1,263,0.052,1.335,F5
KELT-10 b,4.166285,0.0525,,2015,Primary Transit,KELT-10,183,0.09,1.112,
KELT-11 b,4.736529,0.06229,0,2016,Primary Transit,KELT-11,98,0.18,1.438,G8
KELT-12 b,5.0316144,0.0617,0,2016,Primary Transit,WASP-86,360,0.23,1.239,F7
KELT-15 b,3.329441,0.04613,,2015,Primary Transit,KELT-15,201,0.047,1.181,
KELT-16 b,0.9689951,0.02044,,2016,Primary Transit,KELT-16,365,-0.002,1.211,F7V
KELT-17 b,3.0801716,0.04881,,2015,Primary Transit,KELT-17,210,-0.018,1.635,A
KELT-18 b,2.8717518,0.0455,0,2017,Primary Transit,KELT-18,311,0.09,1.524,F4V
KELT-19 A b,4.6117093,,,2017,Primary Transit,KELT-19 A,255,-0.12,1.62,A8V
KELT-2 A b,4.1137914,0.05498,0.185,2012,Primary Transit,KELT-2 A,128.9,-0.015,1.31,F7V
KELT-21 b,3.6127647,0.05224,,2017,Primary Transit,KELT-21,415,-0.405,1.458,A8V
KELT-22A b,1.3866529,0.02508,,2018,Primary Transit,KELT-22A,217.9,0.259,1.092,G2V
KELT-23A b,2.255251,0.03302,,2019,Primary Transit,KELT-23A,125.42,-0.105,0.942,
KELT-3 b,2.7033902,0.04117,0,2012,Primary Transit,KELT-3,178,0.048,1.282,F
KELT-4 A b,2.9895933,0.04321,0.03,2013,Radial Velocity,KELT-4 A,211,-0.116,1.204,F
KELT-6 b,7.845582,0.08,0.029,2013,Primary Transit,KELT-6,,-0.27,1.126,F
KELT-6 c,1276,2.39,0.21,2015,Radial Velocity,KELT-6,,-0.27,1.126,F
KELT-7 b,2.7347749,0.04415,,2015,Primary Transit,KELT-7,129,0.139,1.535,
KELT-8 b,3.24406,0.04571,0.035,2015,Primary Transit,KELT-8,236,0.27,1.211,G2V
KIC 10024862 b,567.0445,,,2015,Primary Transit,KIC 10024862,,0.07,1.07,
KIC 10255705 b,707.3793,1.6,0,2013,Primary Transit,"KIC 10255705 	",,-0.13,1.1,
KIC 11152511 b,287.363,0.85,0.67,2013,Primary Transit,KIC 11152511,,-0.1,1.01,
KIC 12454613 b,736.3819,1.54,0.16,2013,Primary Transit,KIC 12454613,,0.03,0.87,
KIC 5010054 b,904.24,1.86,0,2013,Primary Transit,KIC 5010054,,,1.05,
KIC 5094412 b,276.88,0.78,0,2013,Primary Transit,KIC 5094412,,-0.327,0.82,
KIC 5522786 b,757.1639,1.98,0.56,2013,Primary Transit,KIC 5522786,,-0.03,1.79,
KIC 5732155 b,644.1685,1.52,0,2013,Primary Transit,KIC 5732155,,-0.03,1.13,
KIC 6185331 b,49.76971,0.2672,,2011,Primary Transit,KIC 6185331,,0.11,1.027,
KIC 6372194 b,281.5848,0.78,0.65,2013,Primary Transit,KIC 6372194,,-0.37,0.8,
KIC 8012732 b,431.4681,,,2015,Primary Transit,KIC 8012732,,0.2,0.92,
KIC 9413313 b,,,,2015,Primary Transit,KIC 9413313,,0.02,0.95,
KIC 9662267 b,466.202,1.12,0.11,2013,Primary Transit,KIC 9662267,,-0.03,0.86,
KIC 9704149 b,697.0159,1.46,0.29,2013,Primary Transit,KIC 9704149,,-0.16,0.86,
KOI-188 b,3.79701816,0.0464,0.33,2014,Primary Transit,KOI-188,650,0.24,0.93,K1V
KOI-192 b,10.290994,0.091,0.57,2014,Primary Transit,KOI-192,1100,-0.19,0.96,G2V
KOI-195 b,3.21751883,0.0414,0.18,2014,Primary Transit,KOI-195,880,-0.21,0.91,G1V
KOI-2700 b,0.910022,,,2013,Primary Transit,KOI-2700,,-0.2,0.632,
KOI-368.01,110.3216,0.581,,2014,Primary Transit,KOI-368,1070,0.07,2.17,F6
KOI-415 b,166.78805,0.593,0.698,2013,Primary Transit,KOI-415,962.56,-0.24,0.94,G0IV
KOI-4427.01,147.6606,0.419,0.02,2015,Primary Transit,KOI-4427,240,-0.07,0.526,
KOI-5833 b,440.167,,,2015,Primary Transit,KOI-5833,,-0.46,0.98,
KOI-5929 b,466.0001,,,2015,Primary Transit,KOI-5929,,-0.14,0.86,
KOI-682 b,562.70945,,,2015,Primary Transit,KOI-682,,0.34,1.02,
KOI-771 b,670.6502,,,2015,Primary Transit,KOI-771,,0.48,0.95,
KPS-1 b,1.706291,0.0269,0,2018,Primary Transit,KPS-1,,0.22,0.892,
Kepler-10 b,0.83749026,0.01685,0.06,2011,Primary Transit,Kepler-10,173,-0.15,0.91,G
Kepler-10 c,45.294301,0.241,0.05,2011,Primary Transit,Kepler-10,173,-0.15,0.91,G
Kepler-100 b,6.887037,,0.13,2014,Primary Transit,Kepler-100,310.34,0.02,1.109,
Kepler-100 c,12.815909,,0.02,2014,Primary Transit,Kepler-100,310.34,0.02,1.109,
Kepler-100 d,35.33313,,0.38,2014,Primary Transit,Kepler-100,310.34,0.02,1.109,
Kepler-1000 b,120.0181272,,,2016,Primary Transit,Kepler-1000,925,0.35,1.4,
Kepler-1001 b,14.30511983,,,2016,Primary Transit,Kepler-1001,1009,-0.03,0.9,
Kepler-1002 b,4.33642933,,,2016,Primary Transit,Kepler-1002,425,0.04,1.22,
Kepler-1003 b,3.55485691,,,2016,Primary Transit,Kepler-1003,873,0.01,1.11,
Kepler-1004 b,5.28789787,,,2016,Primary Transit,Kepler-1004,1080,-0.04,1.11,
Kepler-1005 b,6.49801525,,,2016,Primary Transit,Kepler-1005,515,0.02,1,
Kepler-1006 b,19.76172042,,,2016,Primary Transit,Kepler-1006,496,-0.4,0.78,
Kepler-1007 b,5.18500207,,,2016,Primary Transit,Kepler-1007,365,0.03,0.73,
Kepler-1008 b,12.43931193,,,2016,Primary Transit,Kepler-1008,299,-0.01,0.81,
Kepler-1009 b,11.35011917,,,2016,Primary Transit,Kepler-1009,281,-0.12,0.59,
Kepler-101 b,3.487691,0.048,,2014,Primary Transit,Kepler-101,,,1.12,
Kepler-101 c,6.029809,0.068,,2014,Primary Transit,Kepler-101,,,1.12,
Kepler-1010 b,34.2685705,,,2016,Primary Transit,Kepler-1010,610,-0.01,0.86,
Kepler-1011 b,5.75322197,,,2016,Primary Transit,Kepler-1011,860,0.08,0.91,
Kepler-1012 b,5.50860439,,,2016,Primary Transit,Kepler-1012,420,0.05,0.95,
Kepler-1013 b,18.93054959,,,2016,Primary Transit,Kepler-1013,433,0.04,0.81,
Kepler-1014 b,16.57110363,,,2016,Primary Transit,Kepler-1014,672,-0.06,0.88,
Kepler-1015 b,16.00494214,,,2016,Primary Transit,Kepler-1015,932,0.06,1.49,
Kepler-1016 b,1.95452434,,,2016,Primary Transit,Kepler-1016,1239,-0.03,0.99,
Kepler-1016 c,105.6551369,,,2016,Primary Transit,Kepler-1016,1239,-0.03,0.99,
Kepler-1017 b,7.23400469,,,2016,Primary Transit,Kepler-1017,554,0.04,0.93,
Kepler-1018 b,49.1013514,,,2016,Primary Transit,Kepler-1018,894,-0.05,0.91,
Kepler-1019 b,1.41122985,,,2016,Primary Transit,Kepler-1019,198,0.01,0.7,
Kepler-102 b,5.28696,0.055,,2014,Primary Transit,Kepler-102,,0.18,0.81,
Kepler-102 c,7.07142,0.067,,2013,Primary Transit,Kepler-102,,0.18,0.81,
Kepler-102 d,10.3117,,,2014,Primary Transit,Kepler-102,,0.18,0.81,
Kepler-102 e,16.14569,0.117,0,2013,Primary Transit,Kepler-102,,0.18,0.81,
Kepler-102 f,27.4536,0.165,,2013,Primary Transit,Kepler-102,,0.18,0.81,
Kepler-1020 b,96.9151496,,,2016,Primary Transit,Kepler-1020,446,0,0.87,
Kepler-1021 b,13.47469571,,,2016,Primary Transit,Kepler-1021,837,-0.05,0.89,
Kepler-1022 b,10.99469878,,,2016,Primary Transit,Kepler-1022,455,0.06,0.71,
Kepler-1023 b,62.1387714,,,2016,Primary Transit,Kepler-1023,686,0.05,0.93,
Kepler-1024 b,66.4162133,,,2016,Primary Transit,Kepler-1024,1017,-0.1,0.81,
Kepler-1025 b,37.3229493,,,2016,Primary Transit,Kepler-1025,716,-0.03,1.09,
Kepler-1026 b,36.5156053,,,2016,Primary Transit,Kepler-1026,389,-0.02,0.79,
Kepler-1027 b,1.9078052,,,2016,Primary Transit,Kepler-1027,291,-0.06,0.91,
Kepler-1028 b,2.51462432,,,2016,Primary Transit,Kepler-1028,633,-0.09,0.9,
Kepler-1029 b,4.41769648,,,2016,Primary Transit,Kepler-1029,422,0.01,0.82,
Kepler-103 b,15.9653287,0.133,0.17,2014,Primary Transit,Kepler-103,473.56,0.07,1.099,
Kepler-103 c,179.60978,0.6679,0.1,2014,Primary Transit,Kepler-103,473.56,0.07,1.099,
Kepler-1030 b,19.32952416,,,2016,Primary Transit,Kepler-1030,795,-0.01,0.8,
Kepler-1031 b,1.22621732,,,2016,Primary Transit,Kepler-1031,741,0.03,1.09,
Kepler-1032 b,3.29011795,,,2016,Primary Transit,Kepler-1032,607,0.16,0.77,
Kepler-1033 b,7.56052806,,,2016,Primary Transit,Kepler-1033,1425,0.06,0.94,
Kepler-1034 b,12.12400943,,,2016,Primary Transit,Kepler-1034,706,-0.06,0.83,
Kepler-1035 b,2.71407755,,,2016,Primary Transit,Kepler-1035,408,-0.03,0.98,
Kepler-1036 b,122.8808058,,,2016,Primary Transit,Kepler-1036,507,0.04,0.95,
Kepler-1037 b,1.06378867,,,2016,Primary Transit,Kepler-1037,451,-0.03,0.82,
Kepler-1038 b,148.4603382,,,2016,Primary Transit,Kepler-1038,622,-0.04,0.87,
Kepler-1039 b,0.93488424,,,2016,Primary Transit,Kepler-1039,324,0.01,0.79,
Kepler-104 b,11.427548,0.094,,2014,Primary Transit,Kepler-104,,-0.777,0.81,
Kepler-104 c,23.668205,0.153,,2014,Primary Transit,Kepler-104,,-0.777,0.81,
Kepler-104 d,51.755394,0.257,,2014,Primary Transit,Kepler-104,,-0.777,0.81,
Kepler-1040 b,201.1214,,,2016,Primary Transit,Kepler-1040,473,0.01,0.98,
Kepler-1041 b,24.7576421,,,2016,Primary Transit,Kepler-1041,979,0.01,1.06,
Kepler-1042 b,10.13202575,,,2016,Primary Transit,Kepler-1042,659,-0.1,0.75,
Kepler-1043 b,38.5053398,,,2016,Primary Transit,Kepler-1043,838,-0.11,0.92,
Kepler-1044 b,6.77408868,,,2016,Primary Transit,Kepler-1044,1507,0.04,1.08,
Kepler-1045 b,26.41045478,,,2016,Primary Transit,Kepler-1045,971,-0.03,0.86,
Kepler-1046 b,14.37508035,,,2016,Primary Transit,Kepler-1046,518,0,1.04,
Kepler-1047 b,56.1886887,,,2016,Primary Transit,Kepler-1047,566,0.29,1.08,
Kepler-1047 c,3.18897601,,,2016,Primary Transit,Kepler-1047,566,0.29,1.08,
Kepler-1048 b,6.92101021,,,2016,Primary Transit,Kepler-1048,415,0.01,0.75,
Kepler-1049 b,3.27346074,,,2016,Primary Transit,Kepler-1049,129,-0.33,0.51,
Kepler-105 c,7.125939,0.072,,2014,Primary Transit,Kepler-105,,-0.22,1.28,
Kepler-1050 b,15.3787546,,,2016,Primary Transit,Kepler-1050,555,0.03,1.09,
Kepler-1050 c,21.1284569,,,2016,Primary Transit,Kepler-1050,555,0.03,1.09,
Kepler-1051 b,25.96200249,,,2016,Primary Transit,Kepler-1051,1021,0.04,1.43,
Kepler-1052 b,34.8538276,,,2016,Primary Transit,Kepler-1052,1051,0,1.03,
Kepler-1053 b,2.41435165,,,2016,Primary Transit,Kepler-1053,171,0.1,0.74,
Kepler-1054 b,4.30655689,,,2016,Primary Transit,Kepler-1054,1050,0.09,1.22,
Kepler-1055 b,2.29503623,,,2016,Primary Transit,Kepler-1055,422,-0.02,0.98,
Kepler-1056 b,27.495606,,,2016,Primary Transit,Kepler-1056,971,0.02,1.12,
Kepler-1057 b,14.08827448,,,2016,Primary Transit,Kepler-1057,1462,0.01,1.07,
Kepler-1058 b,110.96546,,,2016,Primary Transit,Kepler-1058,525,-0.06,0.73,
Kepler-1059 b,3.76419105,,,2016,Primary Transit,Kepler-1059,673,-0.15,0.75,
Kepler-106 b,6.16486,,,2014,Primary Transit,Kepler-106,,-0.12,1,
Kepler-106 c,13.5708,,,2014,Primary Transit,Kepler-106,,-0.12,1,
Kepler-106 d,23.9802,,,2014,Primary Transit,Kepler-106,,-0.12,1,
Kepler-106 e,43.8445,,,2014,Primary Transit,Kepler-106,,-0.12,1,
Kepler-1060 b,46.8779367,,,2016,Primary Transit,Kepler-1060,861,-0.03,0.99,
Kepler-1061 b,2.75798267,,,2016,Primary Transit,Kepler-1061,585,-0.03,1.09,
Kepler-1062 b,9.30412078,,,2016,Primary Transit,Kepler-1062,388,0.11,0.75,
Kepler-1063 b,14.07971466,,,2016,Primary Transit,Kepler-1063,365,0.09,1.09,
Kepler-1064 b,16.54080322,,,2016,Primary Transit,Kepler-1064,374,0,0.85,
Kepler-1065 b,3.60930891,,,2016,Primary Transit,Kepler-1065,1078,-0.01,0.94,
Kepler-1065 c,2.37030743,,,2016,Primary Transit,Kepler-1065,1078,-0.01,0.94,
Kepler-1066 b,1.93155984,,,2016,Primary Transit,Kepler-1066,399,-0.03,0.98,
Kepler-1067 b,0.76212926,,,2016,Primary Transit,Kepler-1067,689,0.03,0.95,
Kepler-1068 b,16.92344113,,,2016,Primary Transit,Kepler-1068,1532,0.03,1.01,
Kepler-1069 b,23.8990296,,,2016,Primary Transit,Kepler-1069,435,0.04,0.99,
Kepler-107 b,3.1800218,0.04544,0,2014,Primary Transit,Kepler-107,,-0.092,,
Kepler-107 c,4.901452,0.0604,0,2014,Primary Transit,Kepler-107,,-0.092,,
Kepler-107 d,7.95825,0.08377,0,2014,Primary Transit,Kepler-107,,-0.092,,
Kepler-107 e,14.749143,0.12639,0,2014,Primary Transit,Kepler-107,,-0.092,,
Kepler-1070 b,6.2216147,,,2016,Primary Transit,Kepler-1070,1040,0.03,1.21,
Kepler-1071 b,6.1799844,,,2016,Primary Transit,Kepler-1071,964,0.01,0.86,
Kepler-1072 b,1.5690665,,,2016,Primary Transit,Kepler-1072,976,0.07,1.2,
Kepler-1073 b,8.67888593,,,2016,Primary Transit,Kepler-1073,837,0,1,
Kepler-1073 c,4.02582254,,,2016,Primary Transit,Kepler-1073,837,0,1,
Kepler-1074 b,5.94566534,,,2016,Primary Transit,Kepler-1074,245,-0.06,0.6,
Kepler-1075 b,1.52372816,,,2016,Primary Transit,Kepler-1075,265,-0.17,0.56,
Kepler-1076 b,6.14727918,,,2016,Primary Transit,Kepler-1076,199,-0.01,0.79,
Kepler-1077 b,34.3511874,,,2016,Primary Transit,Kepler-1077,1098,0.03,1.02,
Kepler-1078 b,3.00725242,,,2016,Primary Transit,Kepler-1078,1215,-0.01,0.94,
Kepler-1079 b,13.24503188,,,2016,Primary Transit,Kepler-1079,481,0.21,1.08,
Kepler-108 b,49.18354,0.292,0.22,2014,Primary Transit,Kepler-108,,-0.026,0.87,
Kepler-108 c,190.323494,0.721,0.04,2014,Primary Transit,Kepler-108,,-0.026,0.87,
Kepler-1080 b,77.2548396,,,2016,Primary Transit,Kepler-1080,688,0.09,1.1,
Kepler-1081 b,3.85691855,,,2016,Primary Transit,Kepler-1081,425,0.01,0.88,
Kepler-1082 b,1.5432066,,,2016,Primary Transit,Kepler-1082,628,-0.06,1.03,
Kepler-1083 b,33.4177993,,,2016,Primary Transit,Kepler-1083,912,-0.02,0.81,
Kepler-1084 b,2.05333679,,,2016,Primary Transit,Kepler-1084,427,-0.02,1.12,
Kepler-1085 b,219.3217528,,,2016,Primary Transit,Kepler-1085,1518,0.08,1.11,
Kepler-1086 b,18.78425728,,,2016,Primary Transit,Kepler-1086,464,0.06,0.7,
Kepler-1086 c,161.5163345,,,2016,Primary Transit,Kepler-1086,464,0.06,0.7,
Kepler-1087 b,0.69384285,,,2016,Primary Transit,Kepler-1087,354,0.01,0.96,
Kepler-1088 b,23.12748644,,,2016,Primary Transit,Kepler-1088,300,0.05,1.08,
Kepler-1089 b,5.13248562,,,2016,Primary Transit,Kepler-1089,227,-0.09,0.52,
